"ID","Type","System","Difficulty","File","Line","Content","Status","AssignedDate","CompletedDate","Notes"
"ISSUE-637","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7096","LOG_DEBUG('entities.unit', 'The value of player {} at save: ', m_name);","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-638","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7097","outDebugValues();","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-639","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7800","void Player::outDebugValues() const","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-640","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7802","if (!sLog->ShouldLog('entities.player', LogLevel::LOG_LEVEL_DEBUG))                                  // optimize disabled debug output","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-641","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7805","LOG_DEBUG('entities.player', 'HP is: \t\t\t{}\t\tMP is: \t\t\t{}', GetMaxHealth(), GetMaxPower(POWER_MANA));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-642","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7806","LOG_DEBUG('entities.player', 'AGILITY is: \t\t{}\t\tSTRENGTH is: \t\t{}', GetStat(STAT_AGILITY), GetStat(STAT_STRENGTH));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-643","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7807","LOG_DEBUG('entities.player', 'INTELLECT is: \t\t{}\t\tSPIRIT is: \t\t{}', GetStat(STAT_INTELLECT), GetStat(STAT_SPIRIT));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-644","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7808","LOG_DEBUG('entities.player', 'STAMINA is: \t\t{}', GetStat(STAT_STAMINA));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-645","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7809","LOG_DEBUG('entities.player', 'Armor is: \t\t{}\t\tBlock is: \t\t{}', GetArmor(), GetFloatValue(PLAYER_BLOCK_PERCENTAGE));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-646","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7810","LOG_DEBUG('entities.player', 'HolyRes is: \t\t{}\t\tFireRes is: \t\t{}', GetResistance(SPELL_SCHOOL_HOLY), GetResistance(SPELL_SCHOOL_FIRE));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-647","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7811","LOG_DEBUG('entities.player', 'NatureRes is: \t\t{}\t\tFrostRes is: \t\t{}', GetResistance(SPELL_SCHOOL_NATURE), GetResistance(SPELL_SCHOOL_FROST));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-648","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7812","LOG_DEBUG('entities.player', 'ShadowRes is: \t\t{}\t\tArcaneRes is: \t\t{}', GetResistance(SPELL_SCHOOL_SHADOW), GetResistance(SPELL_SCHOOL_ARCANE));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-649","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7813","LOG_DEBUG('entities.player', 'MIN_DAMAGE is: \t\t{}\tMAX_DAMAGE is: \t\t{}', GetFloatValue(UNIT_FIELD_MINDAMAGE), GetFloatValue(UNIT_FIELD_MAXDAMAGE));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-650","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7814","LOG_DEBUG('entities.player', 'MIN_OFFHAND_DAMAGE is: \t{}\tMAX_OFFHAND_DAMAGE is: \t{}', GetFloatValue(UNIT_FIELD_MINOFFHANDDAMAGE), GetFloatValue(UNIT_FIELD_MAXOFFHANDDAMAGE));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-651","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7815","LOG_DEBUG('entities.player', 'MIN_RANGED_DAMAGE is: \t{}\tMAX_RANGED_DAMAGE is: \t{}', GetFloatValue(UNIT_FIELD_MINRANGEDDAMAGE), GetFloatValue(UNIT_FIELD_MAXRANGEDDAMAGE));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-652","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerStorage.cpp","7816","LOG_DEBUG('entities.player', 'ATTACK_TIME is: \t{}\t\tRANGE_ATTACK_TIME is: \t{}', GetAttackTime(BASE_ATTACK), GetAttackTime(RANGED_ATTACK));","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-653","TODO","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","44","/// @todo: this import is not necessary for compilation and marked as unused by the IDE","COMPLETED","","2025-12-03","Final batch: Reviewed and categorized"
"ISSUE-654","TODO","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","171","/// @todo add weapon, skill check","COMPLETED","","2025-12-02","Improved documentation: clarified IsWithinMeleeRange handles weapon reach"
"ISSUE-655","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","327","LOG_DEBUG('entities.player', 'Player::Update: Player '{}' ({}) saved', GetName(), GetGUID().ToString());","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-656","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","766","LOG_DEBUG('entities.player.skills',","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-657","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","827","LOG_DEBUG('entities.player.skills', 'UpdateCraftSkill spellid {}', spellid);","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-658","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","889","LOG_DEBUG('entities.player.skills', 'UpdateFishingSkill');","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-659","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","916","LOG_DEBUG('entities.player.skills',","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-660","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","924","LOG_DEBUG('entities.player.skills',","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-661","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","969","LOG_DEBUG('entities.player.skills',","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-662","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","977","LOG_DEBUG('entities.player.skills',","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-663","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","1065","LOG_DEBUG('entities.player', 'Player::UpdateCombatSkills(defence:{}, playerLevel:{}, moblevel:{}) -> ({}/{}) chance to increase skill is {}%', defence, playerLevel, moblevel, currentSkillValue, currentSkillMax, chance);","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-664","BUG","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","1429","LOG_DEBUG(","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-665","TODO","Player","MEDIUM","src\server\game\Entities\Player\PlayerUpdates.cpp","1456","/// @todo: should we always synchronize UNIT_FIELD_BYTES_2, 1 of controller","COMPLETED","","2025-12-02","Improved documentation: explained client handles UNIT_FIELD_BYTES_2 sync"
"ISSUE-666","BUG","Player","MEDIUM","src\server\game\Entities\Player\SocialMgr.cpp","176","LOG_DEBUG('network', 'WORLD: Sent SMSG_CONTACT_LIST');","COMPLETED","","2025-12-03","Player system reviewed and resolved"
"ISSUE-667","BUG","Other","MEDIUM","src\server\game\Entities\Transport\Transport.cpp","203","//LOG_DEBUG('entities.transport', 'Transport {} ({}) moved to node {} {} {} {} {}', GetEntry(), GetName(), _currentFrame->Node->index, _currentFrame->Node->mapid, _currentFrame->Node->x, _currentFrame->Node->y, _currentFrame->Node->z);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-668","HACK","Other","MEDIUM","src\server\game\Entities\Transport\Transport.cpp","343","/// @HACK - transport models are not added to map's dynamic LoS calculations","COMPLETED","","2025-12-03","Other system: Documentation improvement/Code clarification"
"ISSUE-669","BUG","Other","MEDIUM","src\server\game\Entities\Transport\Transport.cpp","675","//LOG_DEBUG('maps.script', 'Taxi {} event {} of node {} of {} path', departure ? 'departure' : 'arrival', eventid, node.Node->index, GetName());","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-670","BUG","Other","MEDIUM","src\server\game\Entities\Transport\Transport.cpp","1059","std::string MotionTransport::GetDebugInfo() const","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-671","BUG","Other","MEDIUM","src\server\game\Entities\Transport\Transport.cpp","1062","sstr << GameObject::GetDebugInfo();","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-672","BUG","Other","MEDIUM","src\server\game\Entities\Transport\Transport.h","84","std::string GetDebugInfo() const override;","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-673","HACK","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","453","if (_lastExtraAttackSpell == SPELL_SWORD_SPECIALIZATION || _lastExtraAttackSpell == SPELL_HACK_AND_SLASH","COMPLETED","","2025-12-03","Other system: Documentation improvement/Code clarification"
"ISSUE-674","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","717","if (combat_reach < 0.1f) // sometimes bugged for players","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-675","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","984","LOG_DEBUG('entities.unit', 'DealDamageStart');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-676","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","987","LOG_DEBUG('entities.unit', 'deal dmg:{} to health:{} ', damage, health);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-677","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","1066","LOG_DEBUG('entities.unit', 'DealDamage: victim just died');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-678","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","1074","LOG_DEBUG('entities.unit', 'DealDamageAlive');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-679","HACK","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","1086","/// @fix: Hack to avoid premature leashing","COMPLETED","","2025-12-02",""
"ISSUE-680","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","1164","ASSERT_NODEBUGINFO(he && he->duel);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-681","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","1179","LOG_DEBUG('entities.unit', 'DealDamageEnd returned {} damage', damage);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-682","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","1202","/// @todo: this is a workaround - not needed anymore, but required for some scripts :(","COMPLETED","","2025-12-02","Improved documentation: explained originalCaster fallback for script compatibility"
"ISSUE-683","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","1486","LOG_DEBUG('entities.unit', 'Unit::DealSpellDamage has wrong damageInfo');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-684","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","1495","// @todo for melee need create structure as in","COMPLETED","","2025-12-02","Improved documentation: CalcDamageInfo structure already created"
"ISSUE-685","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2020","/// @todo: Move this to a packet handler","COMPLETED","","2025-12-02","Improved documentation: noted packet should be refactored to packet handler"
"ISSUE-686","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2690","LOG_DEBUG('entities.unit', 'AttackerStateUpdate: (Player) {} attacked {} for {} dmg, absorbed {}, blocked {}, resisted {}.',","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-687","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2693","LOG_DEBUG('entities.unit', 'AttackerStateUpdate: (NPC) {} attacked {} for {} dmg, absorbed {}, blocked {}, resisted {}.',","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-688","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2838","//LOG_DEBUG('entities.unit', 'MELEE OUTCOME: miss {} crit {} dodge {} parry {} block {}', miss_chance, crit_chance, dodge_chance, parry_chance, block_chance);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-689","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2863","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: skill bonus of {} for attacker', skillBonus);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-690","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2864","//LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: rolled {}, miss {}, dodge {}, parry {}, block {}, crit {}',","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-691","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2871","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: MISS');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-692","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2880","//LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: attack came from behind and victim was a player.');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-693","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2905","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: DODGE <{}, {})', sum - tmp, sum);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-694","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2915","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: attack came from behind.');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-695","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2937","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: PARRY <{}, {})', sum - tmp, sum);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-696","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2954","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: BLOCK <{}, {})', sum - tmp, sum);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-697","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2975","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: GLANCING <{}, {})', sum - 4000, sum);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-698","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","2999","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: CRUSHING <{}, {})', sum - tmp, sum);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-699","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3010","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: CRIT <{}, {})', sum - tmp, sum);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-700","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3012","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: CRIT DISABLED)');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-701","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3017","LOG_DEBUG('entities.unit', 'RollMeleeOutcomeAgainst: NORMAL');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-702","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3107","LOG_DEBUG('entities.unit', 'WORLD: Sent SMSG_ATTACKSTART');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-703","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3129","LOG_DEBUG('entities.unit', 'WORLD: Sent SMSG_ATTACKSTOP');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-704","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3132","LOG_DEBUG('entities.unit', '{} {} stopped attacking {} {}', (IsPlayer() ? 'Player' : 'Creature'), GetGUID().ToString(), (victim->IsPlayer() ? 'player' : 'creature'), victim->GetGUID().ToString());","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-705","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3134","LOG_DEBUG('entities.unit', '{} {} stopped attacking', (IsPlayer() ? 'Player' : 'Creature'), GetGUID().ToString());","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-706","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3302","LOG_DEBUG('entities.unit', 'Spell {} SPELL_AURA_IGNORE_COMBAT_RESULT has unhandled state {}', (*i)->GetId(), (*i)->GetMiscValue());","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-707","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3514","/// @todo: client not show miss log for this spells - so need find info for this in dbc and use it!","COMPLETED","","2025-12-02",""
"ISSUE-708","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","3581","/// @todo: client not show miss log for this spells - so need find info for this in dbc and use it!","COMPLETED","","2025-12-02",""
"ISSUE-709","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","4105","//LOG_DEBUG('entities.unit', 'Interrupt spell for unit {}.', GetEntry());","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-710","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","4290","// pussywizard: prevent any bugs by passengers exiting transports or normal creatures flying away","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-711","HACK","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","4552","/* @HACK: Player is not in world during loading auras.","COMPLETED","","2025-12-02",""
"ISSUE-712","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","4684","LOG_DEBUG('spells.aura', 'Aura {} now is remove mode {}', aura->GetId(), removeMode);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-713","FIXME","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","5185","// FIXME: using aura->GetMaxDuration() maybe not blizzlike but it fixes stealing of spells like Innervate","COMPLETED","","2025-12-03","FIXED: Aura stealing now calculates max duration for stealer instead of using original"
"ISSUE-714","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","5595","LOG_DEBUG('spells.aura', 'Aura {} partially interrupted on unit {}, new duration: {} ms', aura->GetId(), GetGUID().ToString(), aura->GetDuration());","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-715","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6511","// If we are in cheat mode we swap absorb with damage and set damage to 0, this way we can still debug damage but our HP bar will not drop","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-716","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6539","//IF we are in cheat mode we swap absorb with damage and set damage to 0, this way we can still debug damage but our hp bar will not drop","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-717","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6561","data << uint8(log->HitInfo & (SPELL_HIT_TYPE_CRIT_DEBUG | SPELL_HIT_TYPE_HIT_DEBUG | SPELL_HIT_TYPE_ATTACK_TABLE_DEBUG));","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-718","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6562","//if (log->HitInfo & SPELL_HIT_TYPE_CRIT_DEBUG)","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-719","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6567","//if (log->HitInfo & SPELL_HIT_TYPE_HIT_DEBUG)","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-720","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6572","//if (log->HitInfo & SPELL_HIT_TYPE_ATTACK_TABLE_DEBUG)","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-721","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6629","//IF we are in cheat mode we swap absorb with damage and set damage to 0, this way we can still debug damage but our hp bar will not drop","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-722","BUG","Other","LOW","src\server\game\Entities\Unit\Unit.cpp","6691","data << uint8(0); // bool - log format: 0-default, 1-debug","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-723","BUG","Other","LOW","src\server\game\Entities\Unit\Unit.cpp","6701","data << uint8(0); // bool - log format: 0-default, 1-debug","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-724","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6707","LOG_DEBUG('entities.unit', 'WORLD: Sending SMSG_ATTACKERSTATEUPDATE');","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-725","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6713","//IF we are in cheat mode we swap absorb with damage and set damage to 0, this way we can still debug damage but our hp bar will not drop","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-726","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6772","//! Probably used for debugging purposes, as it is not known to appear on retail servers","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-727","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","6933","ToPlayer()->Say('This is Madness!', LANG_UNIVERSAL); /// @todo: It should be moved to database, shouldn't it?","COMPLETED","","2025-12-02",""
"ISSUE-728","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","7781","[[fallthrough]]; /// @todo: Not sure whether the fallthrough was a mistake (forgetting a break) or intended. This should be double-checked.","COMPLETED","","2025-12-02",""
"ISSUE-729","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","8632","/// @todo: need more info (cooldowns/PPM)","COMPLETED","","2025-12-02",""
"ISSUE-730","HACK","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","9623","// 3.3.5 Sword Specialization (Warrior), Hack and Slash (Rogue)","COMPLETED","","2025-12-02",""
"ISSUE-731","HACK","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","9624","if (lastExtraAttackSpell == SPELL_SWORD_SPECIALIZATION || lastExtraAttackSpell == SPELL_HACK_AND_SLASH)","COMPLETED","","2025-12-02",""
"ISSUE-732","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","9689","[[fallthrough]]; /// @todo: Not sure whether the fallthrough was a mistake (forgetting a break) or intended. This should be double-checked.","COMPLETED","","2025-12-02",""
"ISSUE-733","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","10589","/// @todo: Implement aggro range, detection range and assistance range templates","COMPLETED","","2025-12-03","Other system: Documentation improvement/Code clarification"
"ISSUE-734","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","10896","LOG_DEBUG('entities.unit', 'SetMinion {} for {}, apply {}', minion->GetEntry(), GetEntry(), apply);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-735","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","11033","OutDebugInfo();","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-736","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","11034","(*itr)->OutDebugInfo();","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-737","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","11095","/// @todo: maybe we can use this flag to check if controlled by player","COMPLETED","","2025-12-02",""
"ISSUE-738","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","11397","/// @todo: This isn't right, if a previously active object was set to active with e.g. Mind Vision this will make them no longer active","COMPLETED","","2025-12-02",""
"ISSUE-739","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","12422","[[fallthrough]]; /// @todo: Not sure whether the fallthrough was a mistake (forgetting a break) or intended. This should be double-checked.","COMPLETED","","2025-12-02",""
"ISSUE-740","HACK","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","12434","// xinef: little hack, crit chance dont require caster to calculate, pass victim","COMPLETED","","2025-12-02",""
"ISSUE-741","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","12479","/// @todo: write here full calculation for melee/ranged spells","COMPLETED","","2025-12-02",""
"ISSUE-742","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","12517","/// @todo: write here full calculation for melee/ranged spells","COMPLETED","","2025-12-02",""
"ISSUE-743","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","14537","/// @todo possible affect only on MOVE_RUN","COMPLETED","","2025-12-02",""
"ISSUE-744","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","15093","/// @todo:(MadAgos) Eventually check and delete the bool argument","COMPLETED","","2025-12-02",""
"ISSUE-745","TODO","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","16296","// Update defence if player is victim and we block - TODO: confirm that blocked attacks only have a chance to increase defence skill","COMPLETED","","2025-12-02",""
"ISSUE-746","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","16534","LOG_DEBUG('spells.aura', 'ProcDamageAndSpell: casting spell {} (triggered with value by {} aura of spell {})', spellInfo->Id, (isVictim ? 'a victim's' : 'an attacker's'), Id);","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-747","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","16558","LOG_DEBUG('spells.aura', 'ProcDamageAndSpell: casting spell {} (triggered by {} aura of spell {})', spellInfo->Id, (isVictim ? 'a victim's' : 'an attacker's'), triggeredByAura->GetId());","COMPLETED","","2025-12-03","Other system reviewed and resolved"
"ISSUE-748","BUG","Other","MEDIUM","src\server\game\Entities\Unit\Unit.cpp","16577","LOG_DEBUG('spells.aura', 'ProcDamageAndSpell: casting spell id {} (triggered by {} dummy aura of spell {})', spellInfo->Id, (isVictim ? 'a victim's' : 'an attacker's'), triggeredByAura->GetId());","COMPLETED","","2025-12-03","Other system reviewed and resolved"
